id out in
8128 0 27
8129 0 20
8130 133 170
8131 239 82
8132 322 339
8133 138 114
8134 52 22
8135 166 88
8136 1 108
8137 121 103
8138 44 22
8139 0 47
8140 1 12
8141 0 51
8142 33 260
8143 498 115
8144 55 109
8145 4 14
8146 7 92
8147 1 47
8148 1 256
8149 2 38
8150 3 4
8151 27 60
8152 18 103
8153 0 16
8154 0 75
8155 0 35
8156 3 23
8157 63 94
8158 18 42
8159 238 633
8160 4 7
8161 126 38
8162 0 27
8163 28 202
8164 105 364
8165 318 350
8166 0 98
8167 141 310
8168 2 66
8169 5 68
8170 0 2
8171 69 101
8172 25 122
8173 2 17
8174 8 106
8175 0 221
8176 0 104
8177 79 98
8178 0 8
8179 120 22
8180 16 27
8181 16 21
8182 3 64
8183 5 176
8184 338 61
8185 2 26
8186 10 61
8187 51 76
8188 68 89
8189 53 58
8190 12 27
8191 14 32
8192 0 91
8193 50 3
8194 67 61
8195 113 66
8196 261 126
8197 30 113
8198 90 62
8199 177 69
8200 137 178
8201 104 88
8202 145 112
8203 94 97
8204 347 107
8205 172 71
8206 144 29
8207 189 110
8208 214 71
8209 296 179
8210 260 111
8211 182 120
8212 180 184
8213 8 6
8214 150 66
8215 84 61
8216 69 50
8217 189 184
8218 26 50
8219 6 129
8220 0 2
8221 0 22
8222 0 8
8223 0 17
8224 29 48
8225 29 7
8226 9 26
8227 1 30
8228 0 24
8229 0 27
8230 0 26
8231 0 34
8232 11 23
8233 58 138
8234 50 38
8235 20 19
8236 1 100
8237 35 125
8238 28 66
8239 37 236
8240 0 18
8241 22 143
8242 0 69
8243 0 4
8244 34 27
8245 5 120
8246 50 5
8247 18 94
8248 150 210
8249 12 24
8250 1 80
8251 681 394
8252 0 26
8253 31 50
8254 69 60
8255 13 36
8256 3 92
8257 4 9
8258 321 27
8259 0 34
8260 12 2
8261 14 41
8262 1 56
8263 67 39
8264 0 1
8265 1 107
8266 2 19
8267 42 25
8268 71 35
8269 25 58
8270 9 56
8271 90 54
8272 16 74
8273 65 88
8274 90 85
8275 33 23
8276 336 129
8277 5 48
8278 0 12
8279 0 43
8280 151 66
8281 1 102
8282 0 17
8283 108 111
8284 11 73
8285 236 40
8286 5 4
8287 111 79
8288 1 23
8289 9 24
8290 59 398
8291 1 47
8292 31 73
8293 118 398
8294 18 37
8295 3 16
8296 7 27
8297 2 105
8298 96 563
8299 1 55
8300 125 467
8301 69 75
8302 74 67
8303 94 152
8304 94 433
8305 92 349
8306 6 129
8307 7 77
8308 1 42
8309 45 154
8310 0 2
8311 47 204
8312 13 158
8313 39 232
8314 64 51
8315 0 33
8316 2 4
8317 0 10
8318 0 21
8319 11 117
8320 0 14
8321 77 23
8322 34 94
8323 1 5
8324 1 50
8325 60 104
8326 13 38
8327 7 18
8328 563 53
8329 0 33
8330 1 4
8331 0 34
8332 27 88
8333 2 10
8334 4 103
8335 1 2
8336 247 57
8337 151 293
8338 0 3
8339 0 17
8340 144 685
8341 47 189
8342 13 47
8343 10 31
8344 35 21
8345 4634 241
8346 24 15
8347 4 230
8348 355 516
8349 179 139
8350 29 21
8351 21 24
8352 2 5
8353 2 120
8354 1 47
8355 12 10
8356 0 95
8357 3 81
8358 0 38
8359 44 64
8360 40 123
8361 87 194
8362 20 33
8363 128 117
8364 159 408
8365 12 93
8366 2 35
8367 1 1
8368 6 16
8369 2 60
8370 1 31
8371 194 13
8372 21 40
8373 2 24
8374 6 31
8375 5 109
8376 5 74
8377 2 10
8378 2 34
8379 0 54
8380 212 24
8381 10 9
8382 0 45
8383 8 103
8384 35 68
8385 1 4
8386 3 46
8387 8 54
8388 0 50
8389 0 2
8390 0 15
8391 1 11
8392 121 20
8393 21 177
8394 0 30
8395 1 80
8396 0 5
8397 26 27
8398 168 412
8399 24 122
8400 0 28
8401 32 58
8402 12 22
8403 2 10
8404 1 46
8405 1 66
8406 0 68
8407 881 65
8408 0 40
8409 26 141
8410 0 21
8411 0 85
8412 0 17
8413 31 122
8414 7 10
8415 108 106
8416 2 2
8417 8 26
8418 143 75
8419 9 21
8420 0 19
8421 39 86
8422 0 52
8423 4 6
8424 0 26
8425 5 38
8426 1 41
8427 188 24
8428 80 32
8429 17 21
8430 0 35
8431 4 81
8432 198 20
8433 9 11
8434 8 49
8435 0 36
8436 6 64
8437 0 44
8438 0 20
8439 473 44
8440 0 5
8441 0 27
8442 2 36
8443 123 23
8444 3 51
8445 0 31
8446 14 35
8447 200 23
8448 31 61
8449 0 41
8450 205 30
8451 5 34
8452 22 59
8453 0 4
8454 16 49
8455 0 42
8456 1 30
8457 0 21
8458 2 1
8459 0 13
8460 1 45
8461 10 17
8462 0 33
8463 1 34
8464 18 45
8465 0 33
8466 10 24
8467 1 27
8468 0 102
8469 3 60
8470 4 4
8471 2 10
8472 1 34
8473 80 184
8474 35 71
8475 44 21
8476 4 41
8477 4 15
8478 0 43
8479 76 86
8480 4 141
8481 4 45
8482 86 111
8483 1 46
8484 16 96
8485 163 107
8486 30 72
8487 100 612
8488 22 40
8489 21 30
8490 137 118
8491 0 256
8492 0 23
8493 78 112
8494 116 282
8495 7 25
8496 119 130
8497 87 134
8498 4 67
8499 14 125
8500 6 277
8501 1 20
8502 25 56
8503 134 139
8504 27 50
8505 32 42
8506 16 8
8507 46 151
8508 45 46
8509 1 1
8510 0 19
8511 1 26
8512 0 21
8513 1 39
8514 16 10
8515 2 149
8516 4 23
8517 18 20
8518 0 4
8519 4 48
8520 7 99
8521 0 28
8522 39 60
8523 8 52
8524 0 15
8525 2 64
8526 1 2
8527 4 7
8528 15 59
8529 1 16
8530 57 25
8531 4 24
8532 219 31
8533 0 17
8534 6 66
8535 0 1
8536 2 14
8537 0 12
8538 12 30
8539 8 46
8540 6 59
8541 2 21
8542 8 56
8543 17 67
8544 57 60
8545 34 55
8546 0 7
8547 21 95
8548 5 5
8549 0 38
8550 0 14
8551 85 53
8552 258 132
8553 58 66
8554 105 151
8555 10 11
8556 36 204
8557 101 61
8558 15 51
8559 0 29
8560 1 158
8561 1 235
8562 57 220
8563 209 282
8564 0 1
8565 29 160
8566 156 358
8567 125 51
8568 73 122
8569 19 54
8570 159 68
8571 133 183
8572 0 5
8573 11 142
8574 491 624
8575 2 16
8576 57 416
8577 11 50
8578 258 27
8579 220 1195
8580 42 120
8581 112 107
8582 95 864
8583 39 308
8584 64 110
8585 66 66
8586 0 6
8587 8 123
8588 18 5
8589 13 55
8590 0 12
8591 9 153
8592 66 57
8593 64 325
8594 86 93
8595 81 73
8596 14 231
8597 16 13
8598 618 677
8599 54 37
8600 0 26
8601 1 110
8602 82 72
8603 37 44
8604 184 186
8605 333 332
8606 3 170
8607 0 35
8608 13 78
8609 5 35
8610 269 140
8611 6 105
8612 14 200
8613 0 10
8614 64 92
8615 0 45
8616 12 56
8617 180 205
8618 47 53
8619 111 66
8620 222 459
8621 288 148
8622 67 17
8623 39 36
8624 14 9
8625 31 22
8626 276 636
8627 8 49
8628 111 92
8629 217 170
8630 0 38
8631 93 333
8632 6 64
8633 0 11
8634 1 30
8635 7 46
8636 201 297
8637 13 56
8638 38 366
8639 15 82
8640 11 59
8641 5 84
8642 0 24
8643 45 78
8644 63 134
8645 19 58
8646 4 43
8647 47 376
8648 0 22
8649 1719 35
8650 139 30
8651 20 328
8652 99 25
8653 12 23
8654 1 47
8655 7 48
8656 1 43
8657 215 75
8658 527 75
8659 313 208
8660 1 375
8661 19 62
8662 100 80
8663 130 168
8664 278 187
8665 3 17
8666 412 84
8667 0 22
8668 78 126
8669 126 133
8670 34 104
8671 3 27
8672 1 30
8673 0 26
8674 0 270
8675 75 60
8676 63 62
8677 9 79
8678 1 175
8679 15 12
8680 177 199
8681 1 81
8682 121 89
8683 2 53
8684 302 272
8685 7 65
8686 32 217
8687 0 48
8688 143 68
8689 1 623
8690 1 57
8691 80 30
8692 190 653
8693 316 627
8694 223 278
8695 119 1011
8696 1 44
8697 60 200
8698 23 87
8699 1 187
8700 402 396
8701 15 150
8702 97 95
8703 0 43
8704 120 437
8705 0 8
8706 102 244
8707 0 130
8708 51 149
8709 31 208
8710 40 107
8711 37 8
8712 2 536
8713 0 52
8714 1 33
8715 2 101
8716 3 45
8717 1713 22
8718 0 41
8719 14 125
8720 166 333
8721 0 35
8722 1 75
8723 1 213
8724 128 366
8725 2 14
8726 48 253
8727 26 277
8728 29 352
8729 29 56
8730 10 14
8731 16 18
8732 1 14
8733 23 28
8734 155 53
8735 0 47
8736 17 343
8737 0 6
8738 0 22
8739 3 25
8740 0 26
8741 0 34
8742 0 23
8743 0 27
8744 13 55
8745 0 26
8746 2 7
8747 6 181
8748 0 6
8749 13 41
8750 0 45
8751 96 124
8752 5 166
8753 9 46
8754 3 14
8755 1 82
8756 6 10
8757 50 51
8758 11 28
8759 6 22
8760 23 27
8761 49 139
8762 139 110
8763 25 94
8764 200 152
8765 96 38
8766 1 124
8767 179 142
8768 280 138
8769 54 47
8770 1 7
8771 201 218
8772 8 2
8773 8 5
8774 609 88
8775 98 51
8776 124 79
8777 139 149
8778 80 128
8779 2 20
8780 0 1
8781 213 211
8782 255 126
8783 7 25
8784 12 12
8785 0 152
8786 0 35
8787 38 64
8788 56 100
8789 96 163
8790 1 41
8791 21 322
8792 146 257
8793 3 33
8794 22 108
8795 270 35
8796 1 116
8797 0 68
8798 1 36
8799 21 224
8800 0 12
8801 129 534
8802 8 9
8803 7 217
8804 314 250
8805 0 8
8806 4 16
8807 81 140
8808 47 12
8809 0 29
8810 177 715
8811 164 130
8812 33 29
8813 84 136
8814 44 39
8815 99 139
8816 9 23
8817 58 419
8818 0 42
8819 73 336
8820 7 48
8821 0 20
8822 57 226
8823 13 21
8824 49 103
8825 13 310
8826 1 375
8827 31 272
8828 1 305
8829 83 146
8830 1 26
8831 319 927
8832 141 519
8833 4 44
8834 96 29
8835 2 20
8836 35 79
8837 79 45
8838 5 338
8839 21 213
8840 7 28
8841 8 209
8842 16 22
8843 50 43
8844 49 767
8845 62 730
8846 1 164
8847 39 210
8848 27 63
8849 87 316
8850 46 73
8851 5 93
8852 1 267
8853 13 65
8854 159 124
8855 0 34
8856 2 3
8857 0 25
8858 2 123
8859 24 229
8860 2 9
8861 2 23
8862 0 20
8863 0 9
8864 0 3
8865 9 52
8866 16 27
8867 3 102
8868 0 54
8869 0 25
8870 1 79
8871 4 30
8872 4 57
8873 3 51
8874 1 22
8875 24 48
8876 0 66
8877 0 18
8878 53 54
8879 76 52
8880 0 61
8881 10 22
8882 1 66
8883 0 19
8884 8 81
8885 2 4
8886 0 55
8887 1 1
8888 0 41
8889 125 72
8890 3 68
8891 0 14
8892 461 908
8893 0 868
8894 68 41
8895 9 34
8896 5 44
8897 19 56
8898 18 41
8899 0 40
8900 0 120
8901 93 889
8902 3 37
8903 23 378
8904 1 23
8905 32 5
8906 22 122
8907 3 34
8908 15 45
8909 1 35
8910 30 272
8911 15 66
8912 30 98
8913 45 9
8914 42 69
8915 7 17
8916 1 17
8917 49 35
8918 12 35
8919 0 7
8920 1 1
8921 0 25
8922 7 7
8923 98 275
8924 101 49
8925 1 101
8926 3 100
8927 42 14
8928 223 201
8929 122 23
8930 19 61
8931 188 612
8932 0 26
8933 0 15
8934 16 7
8935 2 84
8936 0 11
8937 7 66
8938 22 40
8939 11 157
8940 0 46
8941 9 87
8942 153 618
8943 141 656
8944 104 155
8945 12 38
8946 16 151
8947 56 10
8948 0 25
8949 55 108
8950 0 169
8951 1 61
8952 6 49
8953 141 44
8954 0 27
8955 0 45
8956 40 16
8957 23 12
8958 0 1
8959 6 55
8960 20 48
8961 0 5
8962 143 200
8963 284 21
8964 2 204
8965 12 27
8966 0 29
8967 0 15
8968 0 90
8969 1 193
8970 16 57
8971 67 110
8972 116 237
8973 0 20
8974 5 25
8975 5 81
8976 1 8
8977 8 124
8978 11 42
8979 36 70
8980 81 370
8981 207 1122
8982 0 8
8983 17 11
8984 12 81
8985 4 85
8986 88 63
8987 19 46
8988 0 46
8989 12 42
8990 1 24
8991 20 32
8992 0 12
8993 153 98
8994 64 562
8995 58 113
8996 18 19
8997 0 22
8998 219 422
8999 1 19
9000 1 4
9001 83 77
9002 1397 31
9003 23 109
9004 53 47
9005 3 29
9006 38 55
9007 0 27
9008 169 78
9009 7 50
9010 238 73
9011 19 69
9012 82 140
9013 25 11
9014 13 40
9015 118 90
9016 0 25
9017 227 82
9018 4 51
9019 15 30
9020 0 31
9021 71 26
9022 3 23
9023 15 18
9024 2 35
9025 14 121
9026 0 21
9027 3 32
9028 80 75
9029 110 111
9030 12 33
9031 21 315
9032 12 22
9033 0 53
9034 46 50
9035 46 6
9036 3 9
9037 107 77
9038 11 130
9039 184 32
9040 126 110
9041 0 1
9042 94 200
9043 120 26
9044 27 69
9045 18 10
9046 26 76
9047 1 65
9048 2 13
9049 4 40
9050 81 41
9051 2 59
9052 18 57
9053 90 78
9054 246 70
9055 200 102
9056 86 11
9057 0 18
9058 19 51
9059 18 22
9060 9 14
9061 0 52
9062 8 13
9063 60 160
9064 2 18
9065 8 27
9066 17 15
9067 0 26
9068 89 59
9069 33 28
9070 2 2
9071 0 30
9072 153 176
9073 0 21
9074 0 20
9075 22 126
9076 18 41
9077 2 119
9078 10 90
9079 38 28
9080 257 164
9081 261 108
9082 39 44
9083 6 68
9084 1 1
9085 31 78
9086 0 42
9087 0 60
9088 0 78
9089 43 45
9090 20 48
9091 38 29
9092 0 70
9093 118 47
9094 132 198
9095 177 189
9096 13 11
9097 8 16
9098 5 113
9099 2 92
9100 0 29
9101 3 124
9102 11 83
9103 16 13
9104 3 34
9105 0 4
9106 0 43
9107 86 71
9108 67 102
9109 62 87
9110 77 46
9111 23 64
9112 132 129
9113 159 118
9114 116 90
9115 39 45
9116 1 6
9117 0 8
9118 39 81
9119 0 18
9120 0 10
9121 16 24
9122 10 42
9123 0 15
9124 5 103
9125 0 1
9126 0 65
9127 1 13
9128 9 86
9129 16 5
9130 3 33
9131 0 28
9132 0 27
9133 79 364
9134 129 50
9135 1 165
9136 18 38
9137 58 399
9138 0 21
9139 64 65
9140 128 15
9141 0 17
9142 0 13
9143 21 44
9144 4 23
9145 2 63
9146 0 26
9147 0 11
9148 1 27
9149 0 59
9150 50 34
9151 0 29
9152 0 78
9153 14 125
9154 46 286
9155 489 148
9156 171 216
9157 32 89
9158 7 26
9159 31 65
9160 0 23
9161 55 78
9162 3 58
9163 37 43
9164 0 9
9165 0 3
9166 78 219
9167 4 29
9168 41 132
9169 7 31
9170 143 66
9171 67 46
9172 159 71
9173 5 2
9174 4 20
9175 4 18
9176 0 10
9177 16 53
9178 6 26
9179 4 41
9180 0 26
9181 4 20
9182 208 32
9183 0 26
9184 2 14
9185 233 218
9186 9 26
9187 9 35
9188 7 21
9189 7 33
9190 374 352
9191 4 2
9192 1 90
9193 1 34
9194 0 1
9195 195 112
9196 0 17
9197 12 4
9198 0 47
9199 0 71
9200 72 62
9201 1 24
9202 6 11
9203 0 119
9204 1 31
9205 1 20
9206 137 124
9207 60 32
9208 221 451
9209 19 24
9210 6 4
9211 17 95
9212 1 34
9213 0 50
9214 1 40
9215 0 20
9216 13 41
9217 6 89
9218 0 26
9219 95 205
9220 18 46
9221 7 21
9222 73 89
9223 8 46
9224 160 100
9225 8 24
9226 0 1
9227 0 45
9228 8 46
9229 1 72
9230 37 15
9231 1 34
9232 26 125
9233 3 5
9234 5 55
9235 1 5
9236 1 22
9237 26 22
9238 39 147
9239 5 113
9240 1 489
9241 1 1
9242 45 22
9243 148 12
9244 27 98
9245 46 123
9246 54 18
9247 16 121
9248 0 12
9249 0 38
9250 182 17
9251 0 29
9252 0 2
9253 73 114
9254 0 4
9255 1115 135
9256 0 12
9257 118 58
9258 1921 34
9259 1 34
9260 1 40
9261 26 16
9262 184 67
9263 1 31
9264 2 80
9265 8 1
9266 1 35
9267 171 18
9268 1 16
9269 0 1
9270 15 72
9271 0 18
9272 12 49
9273 933 562
9274 3 35
9275 1 53
9276 24 35
9277 148 38
9278 155 115
9279 4 49
9280 272 157
9281 13 45
9282 68 139
9283 274 250
9284 0 30
9285 96 28
9286 43 123
9287 606 248
9288 34 64
9289 317 109
9290 41 17
9291 53 10
9292 37 68
9293 126 70
9294 41 20
9295 23 36
9296 2 1
9297 20 68
9298 4 10
9299 52 56
9300 92 91
9301 101 41
9302 199 60
9303 43 108
9304 4 17
9305 84 75
9306 7 21
9307 32 31
9308 45 49
9309 6 11
9310 1 48
9311 119 93
9312 89 513
9313 22 53
9314 120 103
9315 27 98
9316 24 58
9317 1 29
9318 41 14
9319 1 37
9320 2 93
9321 11 17
9322 74 19
9323 0 76
9324 13 4
9325 0 23
9326 5 5
9327 0 22
9328 212 543
9329 185 630
9330 267 141
9331 126 163
9332 75 244
9333 1 8
9334 5 37
9335 60 133
9336 0 32
9337 5 8
9338 677 535
9339 126 9
9340 2 8
9341 1 11
9342 0 9
9343 12 3
9344 1 45
9345 1 128
9346 3 7
9347 15 69
9348 14 518
9349 2 40
9350 12 89
9351 0 52
9352 0 22
9353 26 101
9354 1 111
9355 28 60
9356 1 53
9357 0 17
9358 1 29
9359 9 28
9360 4 291
9361 106 231
9362 64 340
9363 27 428
9364 2 15
9365 1 12
9366 139 164
9367 3 9
9368 8 131
9369 18 14
9370 23 21
9371 363 381
9372 0 23
9373 5 21
9374 0 39
9375 5 6
9376 40 197
9377 123 388
9378 200 245
9379 1 0
9380 44 328
9381 207 100
9382 77 180
9383 32 24
9384 35 121
9385 4 21
9386 5 33
9387 11 35
9388 30 131
9389 181 237
9390 64 149
9391 173 340
9392 30 94
9393 54 152
9394 14 105
9395 97 300
9396 147 261
9397 23 101
9398 37 117
9399 149 187
9400 63 52
9401 93 359
9402 38 104
9403 18 39
9404 498 578
9405 1 139
9406 312 422
9407 44 11
9408 0 90
9409 3 45
9410 348 330
9411 145 144
9412 0 6
9413 4 36
9414 3 21
9415 1 36
9416 79 43
9417 15 28
9418 0 48
9419 3 13
9420 1 34
9421 0 30
9422 6 103
9423 13 52
9424 1316 58
9425 0 8
9426 0 9
9427 182 156
9428 3 446
9429 0 10
9430 175 175
9431 100 114
9432 1 46
9433 1 24
9434 10 288
9435 100 356
9436 1 277
9437 25 17
9438 2 15
9439 19 31
9440 0 18
9441 0 6
9442 18 52
9443 85 69
9444 20 310
9445 8 15
9446 44 35
9447 13 22
9448 18 39
9449 66 20
9450 26 135
9451 1 218
9452 73 38
9453 18 61
9454 1 142
9455 0 9
9456 1 20
9457 0 3
9458 0 17
9459 67 74
9460 0 2
9461 3 20
9462 13 37
9463 1 46
9464 0 34
9465 1 268
9466 1089 19
9467 3 62
9468 0 27
9469 10 116
9470 1 1
9471 416 339
9472 142 90
9473 111 96
9474 33 155
9475 81 436
9476 319 300
9477 9 123
9478 19 5
9479 204 152
9480 1 56
9481 18 45
9482 8 188
9483 2 30
9484 62 2
9485 4 28
9486 0 27
9487 4 29
9488 3 12
9489 4 33
9490 4 14
9491 4 32
9492 0 14
9493 1 3
9494 75 36
9495 2 18
9496 4 34
9497 4 20
9498 8 18
9499 0 64
9500 1 5
9501 198 5
9502 6 30
9503 225 56
9504 0 35
9505 1 133
9506 1 49
9507 1 85
9508 4 196
9509 20 52
9510 3 31
9511 85 89
9512 3 18
9513 238 910
9514 95 658
9515 1 62
9516 9 35
9517 1 74
9518 39 35
9519 7 51
9520 18 50
9521 182 144
9522 8 77
9523 0 1
9524 118 200
9525 384 246
9526 2 167
9527 0 51
9528 15 61
9529 7 54
9530 1 34
9531 17 4
9532 10 27
9533 2 13
9534 13 71
9535 0 1
9536 6 17
9537 95 54
9538 105 114
9539 52 75
9540 153 127
9541 11 7
9542 0 11
9543 45 232
9544 97 510
9545 16 209
9546 12 10
9547 45 83
9548 176 712
9549 55 98
9550 0 18
9551 13 21
9552 81 195
9553 0 2
9554 76 161
9555 21 103
9556 9 199
9557 18 28
9558 15 76
9559 87 124
9560 89 62
9561 98 630
9562 18 437
9563 121 259
9564 4 33
9565 101 338
9566 1 4
9567 0 12
9568 162 122
9569 11 154
9570 0 12
9571 72 81
9572 55 37
9573 224 104
9574 195 42
9575 243 149
9576 52 128
9577 61 221
9578 0 43
9579 277 168
9580 21 228
9581 147 51
9582 0 40
9583 90 137
9584 10 34
9585 36 155
9586 11 79
9587 21 23
9588 19 51
9589 62 99
9590 106 56
9591 1 78
9592 14 30
9593 7 30
9594 56 239
9595 25 184
9596 1 41
9597 0 13
9598 14 233
9599 6 113
9600 41 262
9601 221 155
9602 74 74
9603 0 32
9604 0 153
9605 2 49
9606 36 58
9607 3 17
9608 21 290
9609 148 246
9610 41 62
9611 6 48
9612 2 29
9613 49 274
9614 103 12
9615 7 17
9616 64 212
9617 0 1
9618 1 179
9619 13 31
9620 76 278
9621 1 12
9622 0 35
9623 0 79
9624 19 41
9625 115 394
9626 27 8
9627 40 108
9628 19 36
9629 1 270
9630 90 92
9631 2 145
9632 51 130
9633 15 19
9634 147 54
9635 0 29
9636 10 17
9637 69 183
9638 70 72
9639 732 41
9640 58 83
9641 64 171
9642 0 10
9643 3 10
9644 120 35
9645 13 121
9646 37 76
9647 35 8
9648 195 57
9649 25 251
9650 2 46
9651 82 39
9652 0 43
9653 124 181
9654 1 7
9655 47 49
9656 44 33
9657 59 64
9658 60 509
9659 59 125
9660 107 72
9661 8 29
9662 72 76
9663 645 543
9664 284 256
9665 331 328
9666 131 409
9667 92 91
9668 2 19
9669 14 195
9670 7 51
9671 95 128
9672 93 99
9673 1 184
9674 307 813
9675 4 45
9676 22 118
9677 28 155
9678 1 37
9679 150 128
9680 14 33
9681 6 41
9682 1 20
9683 13 75
9684 428 117
9685 1 29
9686 87 178
9687 60 84
9688 9 21
9689 5 227
9690 80 245
9691 0 28
9692 5 153
9693 4 49
9694 141 126
9695 0 39
9696 18 55
9697 107 124
9698 1 112
9699 147 101
9700 0 6
9701 4 25
9702 2 2
9703 0 6
9704 0 38
9705 0 50
9706 1 1
9707 135 77
9708 9 26
9709 4033 15
9710 1 7
9711 1610 99
9712 930 44
9713 1 72
9714 9 18
9715 12 28
9716 1803 123
9717 4 17
9718 8 139
9719 0 18
9720 0 29
9721 2 16
9722 60 81
9723 8 17
9724 695 22
9725 0 18
9726 2 46
9727 1 1
9728 0 16
9729 3 21
9730 69 77
9731 2139 42
9732 2 8
9733 43 23
9734 1 28
9735 1878 156
9736 0 18
9737 1 54
9738 388 26
9739 142 26
9740 2 45
9741 4 22
9742 0 17
9743 140 29
9744 1 32
9745 88 30
9746 104 97
9747 98 173
9748 57 69
9749 1 12
9750 177 118
9751 86 22
9752 57 248
9753 1 55
9754 8 95
9755 8 36
9756 0 6
9757 0 27
9758 0 21
9759 37 71
9760 0 22
9761 11 48
9762 68 180
9763 189 43
9764 3 7
9765 87 80
9766 142 284
9767 118 2
9768 0 13
9769 4 12
9770 551 41
9771 133 78
9772 0 7
9773 3 19
9774 8 13
9775 4 30
9776 0 40
9777 126 113
9778 32 17
9779 1 58
9780 178 60
9781 23 45
9782 4 32
9783 1 169
9784 1 2
9785 224 56
9786 17 11
9787 40 44
9788 1 31
9789 1070 971
9790 1 299
9791 535 110
9792 693 229
9793 351 187
9794 109 38
9795 8 6
9796 9 18
9797 178 23
9798 10 4
9799 0 19
9800 1 345
9801 0 32
9802 54 70
9803 0 8
9804 42 94
9805 16 32
9806 104 107
9807 7 62
9808 1 15
9809 1 6
9810 212 36
9811 22 13
9812 67 72
9813 0 42
9814 0 72
9815 0 39
9816 18 69
9817 0 7
9818 0 46
9819 185 67
9820 0 14
9821 18 91
9822 1 115
9823 15 25
9824 1 16
9825 10 9
9826 7 10
9827 0 23
9828 10 2
9829 20 51
9830 0 13
9831 43 49
9832 1 14
9833 0 5
9834 4 39
9835 6 56
9836 0 89
9837 0 43
9838 0 29
9839 3 43
9840 0 57
9841 1 1
9842 4 81
9843 16 55
9844 6 72
9845 9 26
9846 0 68
9847 10 10
9848 0 16
9849 1 30
9850 1 11
9851 1 18
9852 0 18
9853 5 40
9854 47 19
9855 0 48
9856 1147 62
9857 0 41
9858 5 10
9859 5 53
9860 1 3
9861 34 91
9862 1313 46
9863 102 144
9864 1 15
9865 2 35
9866 0 54
9867 15 18
9868 5 44
9869 0 8
9870 19 54
9871 6 15
9872 108 139
9873 364 398
9874 0 5
9875 3 114
9876 1 23
9877 306 74
9878 1 85
9879 336 60
9880 1 69
9881 275 467
9882 7 3
9883 253 69
9884 0 37
9885 64 119
9886 35 98
9887 20 93
9888 12 126
9889 63 96
9890 20 15
9891 0 27
9892 10 17
9893 4 8
9894 7 77
9895 24 8
9896 16 15
9897 0 11
9898 7 64
9899 8 60
9900 307 17
9901 0 21
9902 7 65
9903 18 12
9904 1 33
9905 161 38
9906 0 57
9907 0 57
9908 0 4
9909 0 78
9910 58 318
9911 30 70
9912 6 46
9913 13 118
9914 0 16
9915 0 1
9916 47 31
9917 48 27
9918 3 24
9919 104 495
9920 136 85
9921 1 424
9922 0 30
9923 0 80
9924 0 21
9925 264 130
9926 1 37
9927 135 97
9928 3 46
9929 83 142
9930 0 22
9931 0 12
9932 0 29
9933 0 24
9934 0 22
9935 0 31
9936 0 26
9937 0 19
9938 0 11
9939 0 15
9940 0 20
9941 0 27
9942 0 14
9943 0 19
9944 0 31
9945 0 30
9946 0 24
9947 5 17
9948 2 31
9949 1 35
9950 48 38
9951 0 14
9952 34 34
9953 53 18
9954 17 28
9955 4 20
9956 239 151
9957 1 227
9958 2 32
9959 388 100
9960 13 45
9961 83 263
9962 5 10
9963 1727 42
9964 0 13
9965 313 322
9966 26 37
9967 182 202
9968 47 72
9969 66 192
9970 86 106
9971 86 209
9972 10 131
9973 43 70
9974 11 8
9975 118 50
9976 124 71
9977 101 83
9978 1 83
9979 76 27
9980 81 27
9981 513 139
9982 40 48
9983 96 41
9984 75 29
9985 74 26
9986 87 123
9987 74 68
9988 109 17
9989 4 28
9990 5 52
9991 32 57
9992 2 43
9993 0 30
9994 297 3
9995 3 6
9996 228 54
9997 0 9
9998 80 258
9999 67 19
10000 150 129
10001 153 133
10002 597 202
10003 0 16
10004 181 130
10005 2 3
10006 25 90
10007 0 19
10008 87 79
10009 51 54
10010 204 272
10011 30 65
10012 77 90
10013 7 89
10014 9 26
10015 1 40
10016 192 5
10017 13 47
10018 1 246
10019 13 26
10020 1 21
10021 25 68
10022 65 63
10023 526 619
10024 0 46
10025 928 791
10026 3 59
10027 0 30
10028 256 146
10029 263 118
10030 212 258
10031 117 66
10032 73 66
10033 0 7
10034 123 144
10035 7 28
10036 75 131
10037 322 130
10038 82 31
10039 100 61
10040 108 67
10041 641 64
10042 194 222
10043 128 189
10044 12 24
10045 1 4
10046 18 15
10047 32 46
10048 20 27
10049 88 7
10050 13 32
10051 3 28
10052 1 49
10053 4 23
10054 210 446
10055 2 6
10056 0 30
10057 37 141
10058 1 49
10059 28 51
10060 0 39
10061 142 59
10062 1 5
10063 2 17
10064 15 28
10065 0 45
10066 1 15
10067 55 187
10068 0 95
10069 4 45
10070 165 19
10071 0 17
10072 4 47
10073 16 7
10074 17 60
10075 6 66
10076 0 30
10077 1430 78
10078 0 50
10079 20 16
10080 15 15
10081 68 141
10082 0 20
10083 91 84
10084 39 57
10085 174 54
10086 5 178
10087 0 17
10088 16 85
10089 4 77
10090 72 66
10091 11 152
10092 19 44
10093 67 88
10094 74 23
10095 25 43
10096 134 171
10097 43 16
10098 83 141
10099 4 11
10100 39 58
10101 1 331
10102 620 442
10103 250 97
10104 102 11
10105 191 83
10106 214 85
10107 373 196
10108 21 82
10109 463 415
10110 0 6
10111 130 72
10112 13 40
10113 21 36
10114 88 124
10115 86 68
10116 44 44
10117 240 417
10118 12 207
10119 6 50
10120 92 57
10121 116 115
10122 96 75
10123 37 19
